City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Port Augusta,AU,-32.5,137.7667,78.71,22,37,14.63,scattered clouds
464,Alausi,EC,-2.2,-78.8333,47.84,90,56,5.19,broken clouds
465,Persianovskiy,RU,47.5137,40.1075,48.56,61,20,13.42,few clouds
466,Mouila,GA,-1.8685,11.0559,73.11,96,100,0.58,overcast clouds
467,San Lazaro,BZ,18.0387,-88.6622,75.33,92,6,4.76,clear sky
468,Snasa,NO,64.2457,12.3778,54.18,83,100,13.11,overcast clouds
469,Huanuco,PE,-9.9329,-76.2415,64.92,84,100,1.36,overcast clouds
470,Zhezkazgan,KZ,47.8043,67.7144,38.8,74,28,7.99,scattered clouds
471,Mastung,PK,29.7994,66.845,72.0,55,80,2.48,broken clouds
472,Trnava,SK,48.3774,17.5872,57.38,91,77,8.55,broken clouds
473,Tarakan,ID,3.3,117.6333,83.7,79,40,4.61,scattered clouds
474,Ibra,OM,22.6906,58.5334,80.67,64,100,4.5,overcast clouds
475,Honiara,SB,-9.4333,159.95,84.42,77,94,3.87,overcast clouds
476,Bontang,ID,0.1333,117.5,81.7,79,97,5.93,overcast clouds
477,Tete,MZ,-16.1564,33.5867,77.09,57,0,3.44,clear sky
478,Kokkola,FI,63.8385,23.1307,50.16,87,100,8.01,light intensity shower rain
479,Chaumont-Gistoux,BE,50.6775,4.7212,55.45,97,20,6.91,few clouds
480,Angoram,PG,-4.0625,144.0661,91.31,55,90,3.02,overcast clouds
481,Kungurtug,RU,50.5994,97.5228,34.32,67,100,8.37,overcast clouds
482,Panaba,MX,21.2833,-88.2667,76.75,84,12,8.12,few clouds
483,Talara,PE,-4.5772,-81.2719,64.31,90,8,13.51,clear sky
484,Kodinar,IN,20.7903,70.7031,81.12,81,85,5.26,overcast clouds
485,Viedma,AR,-40.8135,-62.9967,54.34,45,100,13.42,overcast clouds
486,Ancud,CL,-41.8697,-73.8203,42.33,69,70,17.81,broken clouds
487,Amboasary,MG,-25.0333,46.3833,71.44,65,0,4.07,clear sky
488,Dubai,AE,25.2582,55.3047,90.21,84,100,5.75,haze
489,Mareeba,AU,-17.0,145.4333,96.44,36,50,2.71,scattered clouds
490,Abu Samrah,SY,35.3029,37.1841,69.96,47,0,3.76,clear sky
491,Yima,CN,34.7381,111.8839,72.55,83,76,8.03,broken clouds
492,Raposa,BR,-6.5167,-44.1833,75.56,70,92,2.01,overcast clouds
493,Aykhal,RU,66.0,111.5,35.74,39,41,1.72,scattered clouds
494,Walla Walla,US,46.0646,-118.343,58.19,62,1,6.91,clear sky
495,Pacifica,US,37.6138,-122.4869,76.75,76,1,17.27,clear sky
496,Oktyabrskiy,RU,54.4815,53.471,46.44,82,100,4.47,overcast clouds
497,Codrington,AU,-38.2667,141.9667,59.25,80,95,6.49,overcast clouds
498,Malinovoye Ozero,RU,51.6753,79.7825,37.38,81,100,15.12,overcast clouds
499,Chadan,RU,51.2833,91.5833,36.43,53,30,3.02,scattered clouds
500,Loreto,MX,22.2667,-101.9667,60.19,91,100,3.89,overcast clouds
501,Takoradi,GH,4.8845,-1.7554,75.87,89,100,3.87,overcast clouds
502,Faya,SA,18.3851,42.4509,59.52,44,66,3.98,broken clouds
503,Banjar,ID,-8.19,114.9675,91.26,52,76,2.37,broken clouds
504,Aasiaat,GL,68.7098,-52.8699,28.24,82,100,4.97,overcast clouds
505,Sosnovo-Ozerskoye,RU,52.5249,111.5418,39.65,46,90,11.45,overcast clouds
506,Camargo,MX,27.6667,-105.1667,73.72,43,4,9.8,clear sky
507,Van,TR,38.4924,43.3831,52.95,47,20,4.61,few clouds
508,Tirat Karmel,IL,32.7617,34.9719,69.96,69,0,8.75,clear sky
509,Murovani Kurylivtsi,UA,48.7235,27.5189,45.73,60,5,6.33,clear sky
510,Liverpool,GB,53.4106,-2.9779,49.82,84,20,3.0,few clouds
511,Pemba,MZ,-12.974,40.5178,74.1,94,40,4.61,scattered clouds
512,Prim Decembrie,RO,44.2908,26.0581,47.52,73,45,6.4,scattered clouds
513,Sibolga,ID,1.7427,98.7792,85.68,56,100,2.15,overcast clouds
514,Tchollire,CM,8.4022,14.1698,70.09,93,98,3.18,overcast clouds
515,Ingham,US,42.6,-84.3833,62.55,85,1,4.61,clear sky
516,Ouegoa,NC,-20.35,164.4333,76.5,79,98,12.37,moderate rain
517,High Rock,BS,26.6208,-78.2833,75.22,71,100,17.76,overcast clouds
518,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,1.14,overcast clouds
519,Kudahuvadhoo,MV,2.6708,72.8944,82.6,71,74,10.56,broken clouds
520,Guanica,PR,17.9716,-66.908,80.91,84,10,3.0,clear sky
521,Sao Francisco Do Sul,BR,-26.2433,-48.6381,70.11,93,96,4.18,overcast clouds
522,Gunnedah,AU,-30.9833,150.25,65.73,57,91,8.99,overcast clouds
523,Lokomotivnyy,RU,53.0118,60.5684,40.95,90,98,5.64,overcast clouds
524,Rawson,AR,-43.3002,-65.1023,54.81,60,100,15.66,overcast clouds
525,Sur,OM,22.5667,59.5289,86.77,62,100,4.81,overcast clouds
526,Nemuro,JP,43.3236,145.575,59.43,91,100,23.94,overcast clouds
527,Grindavik,IS,63.8424,-22.4338,44.55,87,40,20.71,scattered clouds
528,Muros,ES,42.7762,-9.0603,65.98,95,99,9.6,overcast clouds
529,Millinocket,US,45.6573,-68.7098,53.42,76,90,4.61,overcast clouds
530,Ostersund,SE,63.1792,14.6357,51.62,93,90,17.27,overcast clouds
531,Liku,ID,-0.7275,119.8922,82.98,73,100,1.32,overcast clouds
532,Kruisfontein,ZA,-34.0033,24.7314,53.89,88,79,15.28,broken clouds
533,Naze,JP,28.3667,129.4833,83.32,61,0,12.53,clear sky
534,Inhambane,MZ,-23.865,35.3833,69.82,86,3,11.14,clear sky
535,Ipixuna,BR,-1.7625,-48.8043,76.95,90,35,4.79,scattered clouds
536,Tual,ID,-5.6667,132.75,81.54,74,73,8.32,moderate rain
537,Maragogi,BR,-9.0122,-35.2225,75.13,86,4,7.34,clear sky
538,Amapa,BR,1.0,-52.0,72.99,88,32,3.09,scattered clouds
539,Ciamis,ID,-7.3257,108.3534,84.13,57,94,4.68,overcast clouds
540,Karlstad,SE,59.3793,13.5036,52.36,93,90,11.5,overcast clouds
541,Dodge City,US,37.7528,-100.0171,62.26,83,90,5.01,light rain
542,Deep River,CA,46.1001,-77.4995,55.94,84,100,4.27,overcast clouds
543,Kingaroy,AU,-26.5333,151.8333,79.05,29,40,13.8,scattered clouds
544,Kodinsk,RU,58.6881,99.1844,38.41,79,100,7.47,overcast clouds
545,Tavda,RU,58.0425,65.2726,31.84,78,100,4.88,overcast clouds
546,Yago,MX,21.8333,-105.0667,77.47,91,100,1.14,overcast clouds
547,Beira,MZ,-19.8436,34.8389,69.89,94,40,6.91,scattered clouds
548,Cabo San Lucas,MX,22.8909,-109.9124,84.61,81,58,3.49,broken clouds
549,Pizarro,CO,4.9533,-77.366,76.96,89,85,3.0,moderate rain
550,Saint-Joseph,RE,-21.3667,55.6167,70.21,72,33,9.46,scattered clouds
551,La Ronge,CA,55.1001,-105.2842,48.45,66,1,4.61,clear sky
552,Mangrol,IN,21.1167,70.1167,81.23,81,91,8.14,overcast clouds
553,Vomp,AT,47.3333,11.6833,58.41,91,98,4.27,overcast clouds
554,Aklavik,CA,68.2191,-135.0107,34.63,100,100,2.35,overcast clouds
555,Sonepur,IN,20.8333,83.9167,82.92,79,89,3.04,overcast clouds
556,Santiago Del Estero,AR,-27.7951,-64.2615,67.84,32,100,7.65,overcast clouds
557,Tiznit,MA,29.5833,-9.5,77.9,15,0,1.9,clear sky
558,Nizwa,OM,22.9333,57.5333,82.27,57,100,6.64,overcast clouds
559,Kargasok,RU,59.0556,80.8572,33.3,86,100,8.25,overcast clouds
560,Kapit,MY,2.0167,112.9333,74.26,98,100,0.69,overcast clouds
561,Mpraeso,GH,6.5932,-0.7346,69.22,99,100,2.21,moderate rain
562,Elizabeth City,US,36.2946,-76.2511,64.42,88,1,0.0,clear sky
563,Vardo,NO,70.3705,31.1107,46.65,83,99,21.79,overcast clouds
564,Razole,IN,16.4833,81.8333,84.49,73,11,3.62,few clouds
565,Poso,ID,-1.3959,120.7524,84.96,66,91,1.81,overcast clouds
566,Mincivan,AZ,39.0294,46.7185,50.81,91,100,0.65,overcast clouds
567,Leirvik,NO,59.7798,5.5005,55.63,75,9,15.21,clear sky
568,Neenah,US,44.1858,-88.4626,69.48,83,40,8.05,scattered clouds
569,Rock Springs,US,41.5875,-109.2029,54.84,27,1,1.01,clear sky
570,Halifax,CA,44.6453,-63.5724,51.85,93,100,3.44,overcast clouds
571,Dir,PK,35.2058,71.8756,70.02,67,7,1.54,clear sky
572,Kilinochchi,LK,9.3961,80.3982,79.65,80,99,4.03,overcast clouds
573,Richards Bay,ZA,-28.783,32.0377,67.24,93,100,4.29,overcast clouds
574,Boyolangu,ID,-8.1181,111.8935,84.38,56,100,8.23,overcast clouds
575,Abilene,US,32.4487,-99.7331,71.82,82,1,9.22,clear sky
576,Bodden Town,KY,19.2833,-81.25,82.92,83,20,16.64,few clouds
577,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,100,90,4.47,light intensity shower rain
578,Bolobo,CD,-2.1667,16.2333,71.28,89,87,2.01,overcast clouds
579,Safaga,EG,26.7292,33.9365,78.03,55,0,15.52,clear sky
580,Maraba,BR,-5.3686,-49.1178,73.81,90,45,2.82,scattered clouds
581,Tadine,NC,-21.55,167.8833,71.04,92,100,13.58,moderate rain
582,College,US,64.8569,-147.8028,31.59,93,90,3.44,mist
583,Puerto Suarez,BO,-18.95,-57.8,90.61,35,96,4.14,overcast clouds
584,Vernon,CA,50.2581,-119.2691,55.13,65,71,4.61,broken clouds
585,Manta,EC,-0.95,-80.7333,71.38,83,0,8.05,clear sky
586,Chalus,IR,36.655,51.4204,63.86,94,90,4.61,overcast clouds
587,Mollendo,PE,-17.0231,-72.0147,62.17,86,44,8.61,scattered clouds
588,Holovyne,UA,50.4712,28.8253,41.09,70,33,7.36,scattered clouds
589,Marau,BR,-28.4492,-52.2,62.24,96,93,5.86,overcast clouds
590,Puerto Colombia,CO,10.9878,-74.9547,82.49,77,97,15.32,overcast clouds
591,Predivinsk,RU,57.0669,93.4378,36.93,98,100,5.55,overcast clouds
592,Nizhniy Odes,RU,63.6445,54.856,29.97,85,7,3.42,clear sky
593,Kiama,AU,-34.6833,150.8667,74.37,62,65,3.89,moderate rain
594,Norman Wells,CA,65.282,-126.8329,44.64,65,75,4.61,broken clouds
595,Berbera,SO,10.4396,45.0143,89.11,59,100,2.8,overcast clouds
596,Abu Kamal,SY,34.4506,40.9171,76.96,29,0,6.49,clear sky
597,Warrington,GB,53.3925,-2.5802,49.98,88,20,1.01,moderate rain
598,Ilinskiy,RU,55.619,38.1182,40.71,87,90,2.24,overcast clouds
599,Cedral,MX,23.8,-100.7333,67.66,75,100,8.86,overcast clouds
600,Pavlovskiy,RU,57.8424,54.8436,39.06,76,100,4.0,light rain
601,Luganville,VU,-15.5333,167.1667,74.93,90,100,5.1,overcast clouds
602,Tautira,PF,-17.7333,-149.15,80.62,74,30,18.84,light rain
603,Najran,SA,17.4924,44.1277,70.45,36,96,2.64,overcast clouds
604,Shenjiamen,CN,29.9576,122.298,77.81,68,26,10.65,scattered clouds
605,Isangel,VU,-19.55,169.2667,75.31,100,90,5.75,heavy intensity rain
606,At-Bashi,KG,41.1702,75.8106,48.47,74,96,4.65,overcast clouds
607,Ahuimanu,US,21.4447,-157.8378,85.71,66,40,10.36,scattered clouds
608,Balakhta,RU,55.38,91.6,41.59,69,96,9.48,overcast clouds
609,Dambulla,LK,7.86,80.6517,74.46,86,100,1.99,overcast clouds
610,Bosconia,CO,9.9689,-73.8836,74.17,91,61,1.14,broken clouds
611,Kabanjahe,ID,3.1001,98.4908,72.36,55,95,1.25,overcast clouds
612,Bousso,TD,10.4795,16.7117,74.89,80,100,5.12,overcast clouds
613,Teixeira,BR,-7.2228,-37.2542,67.66,79,0,9.75,clear sky
614,Cooma,AU,-36.2333,149.1333,58.77,62,90,9.22,overcast clouds
615,Ziro,IN,27.6333,93.8333,61.54,84,85,0.78,overcast clouds
616,Nevelsk,RU,46.6733,141.8633,52.23,87,100,7.54,overcast clouds
617,Pasni,PK,25.2631,63.471,80.56,87,99,30.91,light rain
618,Santa Lucia,ES,27.9117,-15.5407,67.12,84,0,20.71,clear sky
619,Nzerekore,GN,7.7562,-8.8179,68.05,100,99,1.21,light rain
620,Hay River,CA,60.8156,-115.7999,53.58,54,75,11.5,broken clouds
621,Wanaka,NZ,-44.7,169.15,64.11,40,100,5.01,overcast clouds
622,Eyl,SO,7.9803,49.8164,78.24,80,57,18.1,broken clouds
623,Overyata,RU,58.0868,55.8709,37.53,78,100,3.02,overcast clouds
624,Kununurra,AU,-15.7667,128.7333,98.58,30,10,5.75,clear sky
625,Antsohihy,MG,-14.8796,47.9875,68.36,70,10,5.73,clear sky
626,Salta,AR,-24.7859,-65.4117,59.29,90,90,1.99,light intensity drizzle
627,Xam Nua,LA,20.4197,104.0439,72.28,93,91,2.24,overcast clouds
628,Khapa,IN,21.4333,78.9667,73.35,77,100,1.92,overcast clouds
629,Uthal,PK,25.8072,66.6219,84.94,65,80,7.54,broken clouds
630,Livingston,GB,55.9029,-3.5226,48.13,84,100,12.71,light rain
631,Utinga,BR,-5.8172,-35.3954,79.2,94,0,4.61,clear sky
632,Garowe,SO,8.4054,48.4845,75.61,75,92,18.12,overcast clouds
633,San Cristobal,VE,7.7669,-72.225,69.98,90,7,2.08,clear sky
634,Foam Lake,CA,51.65,-103.5343,60.82,50,3,8.34,clear sky
635,Thunder Bay,CA,48.4001,-89.3168,64.99,97,90,0.0,overcast clouds
636,Gillette,US,44.2911,-105.5022,54.68,43,1,3.44,clear sky
637,Pandamatenga,BW,-18.5278,25.627,72.07,37,70,5.41,broken clouds
638,Meridian,US,43.6121,-116.3915,61.92,52,1,0.0,clear sky
639,Baillif,GP,16.0202,-61.7463,78.3,78,97,13.85,overcast clouds
640,Toamasina,MG,-18.1667,49.3833,66.2,94,40,3.44,scattered clouds
641,Milkovo,RU,54.7167,158.6167,48.25,82,100,1.77,overcast clouds
642,Mersing,MY,2.4312,103.8405,76.91,94,40,3.44,light rain
643,Sisimiut,GL,66.9395,-53.6735,34.92,57,38,6.62,scattered clouds
644,Emiliano Zapata,MX,18.8333,-99.1833,73.83,91,100,4.94,overcast clouds
645,Asyut,EG,27.181,31.1837,69.46,67,0,10.42,clear sky
646,Istanbul,TR,41.0351,28.9833,62.06,82,75,3.44,broken clouds
647,Nevsehir,TR,38.9167,34.6667,36.61,87,0,0.0,clear sky
648,Carutapera,BR,-1.195,-46.02,77.5,84,41,5.32,scattered clouds
649,Prajeni,RO,47.5167,27.0167,43.88,57,1,6.42,clear sky
650,Hengshan,CN,45.2,130.9167,55.49,38,35,8.39,scattered clouds
651,Ballina,AU,-28.8667,153.5667,80.78,42,42,8.79,light rain
652,Kashi,CN,39.4547,75.9797,74.41,15,20,11.18,few clouds
653,Arman,RU,59.7,150.1667,43.9,92,91,3.89,light rain
654,Schwalmstadt,DE,50.9333,9.2167,53.58,70,100,8.61,light rain
655,Paita,PE,-5.0892,-81.1144,64.27,87,1,11.21,clear sky
656,Nikolayevsk-Na-Amure,RU,53.1406,140.73,54.97,40,6,7.47,clear sky
657,Doka,SD,13.5167,35.7667,73.26,88,100,6.78,overcast clouds
658,Pitiquito,MX,30.7,-112.0833,83.39,37,0,11.23,clear sky
659,Xinyang,CN,32.1228,114.0656,86.43,49,0,5.82,clear sky
660,Pastos Bons,BR,-6.6017,-44.0767,77.27,66,70,2.82,broken clouds
661,Bilma,NE,18.6853,12.9164,79.02,24,0,14.05,clear sky
662,Uyskoye,RU,54.3775,60.0047,40.26,83,100,4.07,overcast clouds
663,Krasnoselkup,RU,65.7,82.4667,31.08,95,100,10.16,overcast clouds
664,Kulhudhuffushi,MV,6.6221,73.07,81.39,76,100,14.61,moderate rain
665,Santa Maria,BR,-29.6842,-53.8069,60.1,94,40,3.44,scattered clouds
666,Sovetskaya,RU,44.7769,41.1722,48.58,83,100,17.2,overcast clouds
667,Zhanakorgan,KZ,43.9098,67.2495,46.31,44,0,11.32,clear sky
668,Kundgol,IN,15.25,75.25,77.2,71,29,8.16,scattered clouds
669,Ryotsu,JP,38.0833,138.4333,75.16,62,6,8.5,clear sky
670,Bagan,RU,54.1001,77.6646,34.41,88,97,15.95,overcast clouds
671,Domanivka,UA,47.6319,30.9885,44.15,63,0,6.44,clear sky
672,Southbridge,US,42.0751,-72.0334,51.89,92,10,4.07,clear sky
673,Tabou,CI,4.423,-7.3528,76.68,88,82,5.17,light rain
674,Kirakira,SB,-10.4544,161.9205,83.59,74,97,2.21,overcast clouds
675,Toucheng,TW,24.8592,121.8233,90.16,69,34,7.02,scattered clouds
676,Horta,PT,38.5333,-28.6333,70.66,91,38,10.02,scattered clouds
677,Mayo,US,38.8876,-76.5119,60.22,91,1,0.0,clear sky
678,Tymovskoye,RU,50.8456,142.655,58.37,47,12,3.69,few clouds
679,Rovaniemi,FI,66.5,25.7167,45.81,87,75,12.66,broken clouds
680,Luanda,AO,-8.8368,13.2343,73.4,83,75,5.75,broken clouds
681,Carmo Do Paranaiba,BR,-19.0008,-46.3161,72.18,48,42,6.04,light rain
682,Sainte-Suzanne,RE,-20.9061,55.6089,72.84,71,0,14.97,clear sky
683,Marawi,PH,7.9986,124.2928,76.64,65,51,2.28,broken clouds
684,Kurumkan,RU,54.3,110.3,41.61,53,17,4.97,few clouds
685,Emerald,AU,-23.5333,148.1667,85.33,18,0,4.61,clear sky
686,Umea,SE,63.8284,20.2597,49.93,100,90,17.27,light rain
687,Veraval,IN,20.9,70.3667,81.25,82,76,6.91,broken clouds
688,Srednekolymsk,RU,67.45,153.6833,32.09,89,100,3.27,overcast clouds
689,San Cosme Y Damian,PY,-27.3167,-56.35,68.18,94,79,5.73,broken clouds
690,Flinders,AU,-34.5833,150.8552,74.17,62,69,3.0,light rain
691,Antofagasta,CL,-23.65,-70.4,58.28,76,46,6.78,scattered clouds
692,Ust-Kut,RU,56.7938,105.7672,43.21,50,100,2.24,overcast clouds
