City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Quatre Cocos,MU,2021-10-01 13:32:00,-20.2078,57.7625,74.08,67,93,12.59
272,Byron Bay,AU,2021-10-01 13:29:07,-28.65,153.6167,58.95,89,100,8.88
273,Harindanga,IN,2021-10-01 13:32:01,22.0383,88.3214,87.78,86,67,6.53
274,Faya,SA,2021-10-01 13:32:01,18.3851,42.4509,77.11,50,100,10.2
275,Chokurdakh,RU,2021-10-01 13:32:01,70.6333,147.9167,9.72,93,15,5.91
276,Kafanchan,NG,2021-10-01 13:32:02,9.5833,8.3,81.39,68,97,2.57
277,Vila Franca Do Campo,PT,2021-10-01 13:32:02,37.7167,-25.4333,73.81,72,49,2.13
278,Nishihara,JP,2021-10-01 13:32:03,26.1842,127.7558,80.65,81,20,4.61
279,Emerald,AU,2021-10-01 13:32:03,-23.5333,148.1667,71.74,34,99,5.75
280,Sosnovo-Ozerskoye,RU,2021-10-01 13:32:03,52.5249,111.5418,28.36,70,4,1.7
281,Sistranda,NO,2021-10-01 13:32:04,63.7256,8.834,60.76,67,73,5.3
282,Asau,RO,2021-10-01 13:32:04,46.4333,26.4,64.76,35,71,5.44
283,Makokou,GA,2021-10-01 13:32:04,0.5738,12.8642,84.54,70,75,3.62
284,Labuhan,ID,2021-10-01 13:32:05,-6.8844,112.2051,81.97,67,100,4.5
285,Japura,ID,2021-10-01 13:32:05,-0.3167,102.35,73.99,98,100,3.29
286,Balgazyn,RU,2021-10-01 13:32:05,51.0,95.2,38.84,97,100,11.74
287,Yerbogachen,RU,2021-10-01 13:32:06,61.2767,108.0108,36.28,65,99,3.85
288,Navahrudak,BY,2021-10-01 13:32:06,53.6,25.8333,48.81,70,100,9.57
289,Martapura,ID,2021-10-01 13:30:13,-3.4167,114.85,77.09,100,92,3.44
290,Talnakh,RU,2021-10-01 13:32:06,69.4865,88.3972,25.75,94,99,2.1
291,Russell,US,2021-10-01 13:32:07,32.3502,-85.1999,75.96,87,1,0.0
292,Banda Aceh,ID,2021-10-01 13:32:07,5.5577,95.3222,78.46,74,100,5.44
293,Kazachka,RU,2021-10-01 13:32:07,53.3644,38.0694,51.85,62,16,0.29
294,Hualmay,PE,2021-10-01 13:32:08,-11.0964,-77.6139,66.54,78,34,9.37
295,Nueve De Julio,AR,2021-10-01 13:32:08,-35.4444,-60.8831,62.71,43,0,7.83
296,Bilibino,RU,2021-10-01 13:32:09,68.0546,166.4372,-4.61,99,28,5.06
297,Bad Reichenhall,DE,2021-10-01 13:32:09,47.7333,12.8833,70.59,53,0,3.44
298,Kodiak,US,2021-10-01 13:32:09,57.79,-152.4072,39.0,80,100,13.62
299,Merida,MX,2021-10-01 13:30:30,20.9667,-89.6167,80.02,89,75,11.5
300,Okhotsk,RU,2021-10-01 13:32:10,59.3833,143.3,36.27,96,100,5.55
301,Lagoa,PT,2021-10-01 13:32:10,39.05,-27.9833,71.33,84,70,11.1
302,Klaksvik,FO,2021-10-01 13:32:11,62.2266,-6.589,54.52,79,46,16.08
303,Nemuro,JP,2021-10-01 13:32:11,43.3236,145.575,58.69,97,100,14.61
304,Bhatapara,IN,2021-10-01 13:32:11,21.7333,81.9333,82.94,70,56,2.55
305,Yanam,IN,2021-10-01 13:32:12,16.7333,82.2167,90.0,85,0,3.8
306,Qui Nhon,VN,2021-10-01 13:28:05,13.7667,109.2333,80.62,82,26,1.61
307,Plettenberg Bay,ZA,2021-10-01 13:32:12,-34.0527,23.3716,60.93,89,72,8.95
308,Aksu,CN,2021-10-01 13:32:12,41.1231,80.2644,73.4,17,1,8.5
309,Jalu,LY,2021-10-01 13:32:13,29.0331,21.5482,87.3,28,0,12.08
310,Xining,CN,2021-10-01 13:32:13,36.6167,101.7667,57.83,39,19,2.17
311,Zhanakorgan,KZ,2021-10-01 13:32:14,43.9098,67.2495,52.0,34,100,12.08
312,Ambulu,ID,2021-10-01 13:32:14,-8.345,113.6058,74.61,85,100,1.7
313,Smithers,CA,2021-10-01 13:32:14,54.7804,-127.1743,39.52,100,90,0.0
314,Awbari,LY,2021-10-01 13:32:15,26.5921,12.7805,86.49,23,3,10.78
315,Monrovia,LR,2021-10-01 13:30:06,6.3005,-10.7969,89.37,70,20,10.2
316,Havre-Saint-Pierre,CA,2021-10-01 13:32:15,50.2334,-63.5986,50.59,100,90,19.57
317,Rosetown,CA,2021-10-01 13:28:35,51.5501,-108.0014,46.38,53,15,9.22
318,Robertsport,LR,2021-10-01 13:32:16,6.7533,-11.3686,81.73,75,68,9.6
319,El Castillo,MX,2021-10-01 13:32:16,19.5333,-96.85,67.75,86,100,1.54
320,Calabozo,VE,2021-10-01 13:32:17,8.9242,-67.4293,78.6,81,84,5.19
321,Adelaide,AU,2021-10-01 13:30:03,-34.9333,138.6,56.19,78,75,3.0
322,Sapa,PH,2021-10-01 13:32:17,5.1544,120.3241,82.81,74,84,4.41
323,Kathu,TH,2021-10-01 13:32:17,7.9178,98.3332,84.69,91,84,5.28
324,Hammerfest,NO,2021-10-01 13:32:18,70.6634,23.6821,50.45,62,0,10.36
325,Sal Rei,CV,2021-10-01 13:32:18,16.1833,-22.9167,84.4,58,40,16.11
326,Kieta,PG,2021-10-01 13:32:19,-6.2167,155.6333,77.97,81,88,2.33
327,Sisimiut,GL,2021-10-01 13:32:19,66.9395,-53.6735,36.79,53,100,8.52
328,Francisco Sa,BR,2021-10-01 13:32:19,-16.4758,-43.4883,84.34,26,0,8.97
329,Wuda,CN,2021-10-01 13:32:20,39.4994,106.7117,68.13,22,4,2.93
330,Richards Bay,ZA,2021-10-01 13:32:20,-28.783,32.0377,78.1,58,100,12.01
331,Tuktoyaktuk,CA,2021-10-01 13:32:20,69.4541,-133.0374,32.0,93,75,10.36
332,Bondo,CD,2021-10-01 13:32:21,3.8146,23.6866,86.14,57,98,2.42
333,Luau,AO,2021-10-01 13:32:21,-10.7073,22.2247,91.6,27,34,5.03
334,Katsuura,JP,2021-10-01 13:32:21,35.1333,140.3,70.2,77,96,24.49
335,Mandan,US,2021-10-01 13:32:22,46.8267,-100.8896,56.57,81,90,1.01
336,Ilebo,CD,2021-10-01 13:32:22,-4.3167,20.5833,89.98,42,78,3.6
337,Belyy Yar,RU,2021-10-01 13:32:22,53.6039,91.3903,42.69,75,40,6.71
338,San Ramon De La Nueva Oran,AR,2021-10-01 13:32:23,-23.1322,-64.326,82.38,51,67,8.84
339,Ochakiv,UA,2021-10-01 13:32:23,46.6128,31.5498,60.98,40,3,16.73
340,Kavaratti,IN,2021-10-01 13:32:23,10.5669,72.642,82.22,80,31,14.67
341,Pompeia,BR,2021-10-01 13:32:24,-22.1086,-50.1717,80.8,41,71,2.8
342,Kruisfontein,ZA,2021-10-01 13:32:24,-34.0033,24.7314,60.89,74,4,15.23
343,Nobeoka,JP,2021-10-01 13:32:27,32.5833,131.6667,64.76,73,0,5.82
344,Biak,ID,2021-10-01 13:32:28,-0.9131,122.8766,75.47,90,100,5.12
345,Geraldton,AU,2021-10-01 13:31:26,-28.7667,114.6,61.21,63,75,17.27
346,Shingu,JP,2021-10-01 13:32:28,33.7333,135.9833,68.0,75,0,9.31
347,Altay,CN,2021-10-01 13:32:28,47.8667,88.1167,37.63,69,39,5.01
348,Linfen,CN,2021-10-01 13:32:29,36.0889,111.5189,73.22,65,0,4.74
349,Sinop,TR,2021-10-01 13:32:29,41.7711,34.8709,54.03,78,66,5.5
350,Cayenne,GF,2021-10-01 13:32:29,4.9333,-52.3333,89.1,70,75,1.99
351,Stokmarknes,NO,2021-10-01 13:32:30,68.5646,14.9108,55.49,58,40,5.75
352,Campos Sales,BR,2021-10-01 13:32:30,-7.0744,-40.3761,92.53,30,25,8.05
353,Isangel,VU,2021-10-01 13:32:30,-19.55,169.2667,75.15,87,100,17.47
354,Igarka,RU,2021-10-01 13:32:31,67.4667,86.5833,33.31,100,100,5.79
355,Fort Saint James,CA,2021-10-01 13:32:31,54.4333,-124.25,35.94,94,14,4.65
356,Ojinaga,MX,2021-10-01 13:32:31,29.5667,-104.4167,65.57,72,40,0.0
357,Lenti,HU,2021-10-01 13:32:32,46.624,16.5386,65.95,43,26,7.29
358,Hami,CN,2021-10-01 13:32:32,42.8,93.45,70.2,26,64,12.12
359,Tessalit,ML,2021-10-01 13:32:32,20.1986,1.0114,101.3,7,100,16.17
360,Caravelas,BR,2021-10-01 13:32:33,-17.7125,-39.2481,84.74,53,3,11.03
361,Vila,PT,2021-10-01 13:32:33,42.0304,-8.1588,65.7,62,97,5.77
362,Gunjur,GM,2021-10-01 13:32:33,13.2019,-16.7339,87.87,70,40,4.61
363,Camopi,GF,2021-10-01 13:32:34,3.1655,-52.3158,90.0,47,61,4.61
364,Huarmey,PE,2021-10-01 13:32:34,-10.0681,-78.1522,67.23,80,31,7.67
365,Shelburne,CA,2021-10-01 13:32:34,44.0787,-80.2041,52.25,94,73,2.01
366,Gamba,GA,2021-10-01 13:32:35,-2.65,10.0,77.74,79,98,9.48
367,Yining,CN,2021-10-01 13:32:35,29.0361,114.5636,71.73,74,0,2.28
368,Amberley,US,2021-10-01 13:32:35,39.2048,-84.428,63.05,83,1,1.99
369,Mont-De-Marsan,FR,2021-10-01 13:32:36,44.0,-0.6667,74.62,73,0,9.22
370,Srednekolymsk,RU,2021-10-01 13:32:36,67.45,153.6833,21.09,75,100,9.08
371,Mutsu,JP,2021-10-01 13:32:37,41.2894,141.2169,64.0,89,100,10.2
372,Salamiyah,SY,2021-10-01 13:32:37,35.0113,37.0532,85.24,24,0,7.7
373,Leningradskiy,RU,2021-10-01 13:32:37,69.3833,178.4167,21.4,95,100,7.16
374,Sawtell,AU,2021-10-01 13:32:38,-30.3833,153.1,62.62,82,40,5.75
375,Cabo Rojo,PR,2021-10-01 13:32:38,18.0866,-67.1457,87.73,69,3,1.99
376,San Jose,US,2021-10-01 13:28:23,37.3394,-121.895,65.82,44,1,0.0
377,Shahreza,IR,2021-10-01 13:32:38,32.0339,51.8794,79.5,14,4,12.3
378,Karnobat,BG,2021-10-01 13:32:39,42.65,26.9833,66.58,54,100,14.43
379,Methoni,GR,2021-10-01 13:32:39,36.8197,21.7049,78.66,53,14,5.39
380,Kaeo,NZ,2021-10-01 13:32:39,-35.1,173.7833,48.33,90,93,4.18
381,Semey,KZ,2021-10-01 13:32:40,50.4111,80.2275,43.02,70,75,11.18
382,Marang,MY,2021-10-01 13:32:40,5.2056,103.2059,84.11,84,100,7.76
383,Yumen,CN,2021-10-01 13:32:40,40.2833,97.2,67.35,16,70,4.5
384,Gombong,ID,2021-10-01 13:32:41,-7.6072,109.5142,80.1,85,100,3.53
385,Antofagasta,CL,2021-10-01 13:31:38,-23.65,-70.4,60.08,67,37,9.98
386,Wenceslau Braz,BR,2021-10-01 13:32:41,-23.8739,-49.8028,77.04,49,91,6.11
387,Araouane,ML,2021-10-01 13:32:41,18.9048,-3.5265,101.16,15,85,4.18
388,The Valley,AI,2021-10-01 13:32:42,18.217,-63.0578,88.11,74,20,11.5
389,Upata,VE,2021-10-01 13:32:42,8.0086,-62.3989,81.19,57,51,7.94
390,Acarau,BR,2021-10-01 13:32:42,-2.8856,-40.12,88.43,56,30,17.22
391,Ambunti,PG,2021-10-01 13:32:43,-4.2365,142.8448,73.87,99,100,2.59
392,Puerto Escondido,MX,2021-10-01 13:32:43,15.85,-97.0667,76.03,73,75,8.05
393,Korem,ET,2021-10-01 13:32:43,12.5058,39.5228,67.3,43,100,8.7
394,Port-Cartier,CA,2021-10-01 13:32:43,50.0334,-66.8654,46.74,89,100,13.35
395,Kamaishi,JP,2021-10-01 13:32:44,39.2667,141.8833,61.5,94,100,15.52
396,Evanston,US,2021-10-01 13:32:44,42.0411,-87.6901,67.28,72,1,1.01
397,Bandarbeyla,SO,2021-10-01 13:32:45,9.4942,50.8122,80.87,75,70,29.64
398,Bonthe,SL,2021-10-01 13:32:45,7.5264,-12.505,84.31,71,76,9.48
399,Muros,ES,2021-10-01 13:32:45,42.7762,-9.0603,67.98,91,100,5.41
400,Fuerte,PH,2021-10-01 13:32:46,17.5381,120.3644,81.37,84,42,7.2
401,Vieira De Leiria,PT,2021-10-01 13:32:46,39.8695,-8.9324,80.42,73,20,12.66
402,Mopti,ML,2021-10-01 13:32:46,14.6667,-4.0,98.71,25,53,2.62
403,Lewiston,US,2021-10-01 13:32:47,44.1003,-70.2148,55.89,86,1,5.75
404,College,US,2021-10-01 13:29:47,64.8569,-147.8028,32.2,83,40,5.75
405,Luderitz,NA,2021-10-01 13:32:47,-26.6481,15.1594,63.43,63,0,17.63
406,Tura,IN,2021-10-01 13:32:48,25.5198,90.2201,76.3,86,58,1.25
407,Hede,CN,2021-10-01 13:32:48,33.7681,120.2517,69.73,80,70,6.38
408,Greenville,US,2021-10-01 13:30:10,35.6127,-77.3663,66.94,93,1,0.0
409,Khandyga,RU,2021-10-01 13:32:48,62.6667,135.6,34.86,66,100,3.27
410,Hovd,MN,2021-10-01 13:32:49,48.0056,91.6419,41.05,30,0,20.29
411,Saint-Augustin,CA,2021-10-01 13:32:49,51.226,-58.6502,45.19,92,100,23.91
412,Shupiyan,IN,2021-10-01 13:32:49,33.7167,74.8333,59.88,80,8,6.53
413,Longyearbyen,SJ,2021-10-01 13:32:50,78.2186,15.6401,39.04,75,75,8.05
414,Maniitsoq,GL,2021-10-01 13:32:50,65.4167,-52.9,37.98,55,87,3.98
415,De-Kastri,RU,2021-10-01 13:32:50,51.4667,140.7833,44.98,60,0,5.23
416,Santa Catalina,PH,2021-10-01 13:32:51,9.3337,122.8637,78.67,87,100,6.53
417,Fukue,JP,2021-10-01 13:32:51,32.6881,128.8419,75.06,72,0,13.62
418,Sturgis,US,2021-10-01 13:32:51,41.7992,-85.4192,59.9,44,1,6.91
419,Duliagaon,IN,2021-10-01 13:32:52,27.3667,95.3167,77.74,91,0,2.84
420,Sao Paulo De Olivenca,BR,2021-10-01 13:32:52,-3.3783,-68.8725,85.66,64,100,1.32
421,Itarema,BR,2021-10-01 13:32:52,-2.9248,-39.9167,88.59,54,31,17.02
422,Pangnirtung,CA,2021-10-01 13:32:53,66.1451,-65.7125,26.6,93,20,0.0
423,Morant Bay,JM,2021-10-01 13:32:53,17.8815,-76.4093,82.02,68,12,7.85
424,Basco,PH,2021-10-01 13:32:53,20.4487,121.9702,83.73,77,44,13.22
425,Amapa,BR,2021-10-01 13:32:54,1.0,-52.0,90.25,48,31,4.0
426,Kristiinankaupunki,FI,2021-10-01 13:32:54,62.2743,21.376,53.98,76,82,20.07
427,Resistencia,AR,2021-10-01 13:30:59,-27.4606,-58.9839,71.1,84,90,17.27
428,Masumbwe,TZ,2021-10-01 13:32:54,-3.6333,32.1833,90.43,21,96,5.06
429,Port Lincoln,AU,2021-10-01 13:32:55,-34.7333,135.8667,53.8,88,29,10.2
430,Mao,ES,2021-10-01 13:32:55,39.8885,4.2658,73.96,68,75,5.75
431,Lishui,CN,2021-10-01 13:32:56,28.4604,119.9103,73.94,93,11,3.11
432,Seddon,AU,2021-10-01 13:32:56,-37.8068,144.8916,57.96,94,90,3.0
433,Canutama,BR,2021-10-01 13:32:56,-6.5339,-64.3831,89.15,54,100,2.8
434,Astoria,US,2021-10-01 13:30:07,46.1879,-123.8313,51.85,97,90,3.44
435,Kaabong,UG,2021-10-01 13:32:57,3.4836,34.1492,77.52,48,100,9.33
436,Korla,CN,2021-10-01 13:32:57,41.7597,86.1469,73.18,17,0,5.64
437,Richmond,US,2021-10-01 13:32:57,37.5538,-77.4603,63.95,83,40,5.01
438,Huilong,CN,2021-10-01 13:32:57,31.8111,121.655,76.93,74,4,8.12
439,San Ramon,US,2021-10-01 13:32:58,37.7799,-121.978,63.75,55,1,0.0
440,Inhambane,MZ,2021-10-01 13:32:58,-23.865,35.3833,84.18,58,20,11.5
441,Umm Kaddadah,SD,2021-10-01 13:32:58,13.6017,26.6876,97.03,11,1,6.69
442,Myitkyina,MM,2021-10-01 13:32:59,25.3833,97.4,80.1,79,28,0.29
443,Nyurba,RU,2021-10-01 13:32:59,63.2842,118.3319,28.72,65,9,4.38
444,Koutiala,ML,2021-10-01 13:32:59,12.3917,-5.4642,83.03,60,64,9.78
445,Bollnas,SE,2021-10-01 13:33:00,61.3482,16.3946,51.13,98,100,11.39
446,Calamar,CO,2021-10-01 13:33:00,10.2511,-74.9146,82.35,80,95,7.52
447,Unguia,CO,2021-10-01 13:33:01,8.0434,-77.0945,79.79,88,71,1.79
448,Kutum,SD,2021-10-01 13:33:01,14.2,24.6667,88.88,14,1,3.18
449,Kibala,TD,2021-10-01 13:33:01,9.1104,18.3463,94.95,52,40,11.5
450,Ust-Nera,RU,2021-10-01 13:33:02,64.5667,143.2,28.09,95,100,4.45
451,Ayan,RU,2021-10-01 13:33:02,56.45,138.1667,44.2,71,7,4.43
452,Kirksville,US,2021-10-01 13:31:16,40.1948,-92.5833,62.78,100,40,8.05
453,Palanga,LT,2021-10-01 13:33:03,55.9175,21.0686,58.95,63,3,9.82
454,Muli,MV,2021-10-01 13:33:03,2.9167,73.5667,82.99,72,100,10.2
455,Talcahuano,CL,2021-10-01 13:33:03,-36.7167,-73.1167,51.48,87,75,2.3
456,Bowen,AU,2021-10-01 13:33:04,-20.0167,148.2333,68.22,88,5,5.53
457,Sobolevo,RU,2021-10-01 13:33:04,54.4299,31.8996,52.7,63,35,4.99
458,Ban Nahin,LA,2021-10-01 13:33:05,18.2418,104.2122,76.3,95,75,2.28
459,Manavalakurichi,IN,2021-10-01 13:33:05,8.1333,77.3,80.69,90,100,5.55
460,Sioux Lookout,CA,2021-10-01 13:33:06,50.1001,-91.917,61.18,100,75,0.0
461,Ponta Delgada,PT,2021-10-01 13:33:06,37.7333,-25.6667,74.12,78,20,8.05
462,La Romana,DO,2021-10-01 13:30:10,18.4273,-68.9728,85.73,78,20,0.0
463,Bow Island,CA,2021-10-01 13:33:07,49.8668,-111.3684,55.58,73,75,4.61
464,Poyarkovo,RU,2021-10-01 13:33:07,49.6,128.6833,39.0,64,65,3.8
465,Taganak,PH,2021-10-01 13:33:07,6.0833,118.3,82.54,69,74,3.04
466,Mezhdurechensk,RU,2021-10-01 13:33:08,53.6942,88.0603,37.08,98,100,7.36
467,Saldanha,ZA,2021-10-01 13:33:08,-33.0117,17.9442,66.25,81,0,30.22
468,Aquiraz,BR,2021-10-01 13:33:08,-3.9014,-38.3911,87.22,57,57,14.65
469,Dengzhou,CN,2021-10-01 13:33:09,37.8086,120.7508,65.46,81,50,7.45
470,Namasuba,UG,2021-10-01 13:33:09,0.6894,32.4214,79.77,50,68,3.67
471,Juegang,CN,2021-10-01 13:33:09,32.3174,121.1855,76.91,76,20,7.99
472,Baringo,KE,2021-10-01 13:33:10,0.4667,35.9667,83.39,43,100,5.03
473,Praia,CV,2021-10-01 13:28:54,14.9215,-23.5087,86.54,54,20,16.11
474,Casteltermini,IT,2021-10-01 13:33:10,37.5405,13.6445,75.24,60,100,7.34
475,Linhares,BR,2021-10-01 13:33:10,-19.3911,-40.0722,83.89,57,98,1.99
476,Ahuimanu,US,2021-10-01 13:33:11,21.4447,-157.8378,76.75,74,90,10.36
477,Seoul,KR,2021-10-01 13:30:18,37.5683,126.9778,69.31,94,90,26.46
478,Tamazunchale,MX,2021-10-01 13:33:11,21.2667,-98.7833,73.74,90,97,1.19
479,Port Hardy,CA,2021-10-01 13:33:11,50.6996,-127.4199,50.0,100,20,0.0
480,Fuyu,CN,2021-10-01 13:33:12,45.1833,124.8167,44.02,55,2,5.44
481,Itaituba,BR,2021-10-01 13:31:45,-4.2761,-55.9836,84.36,84,75,1.68
482,Adrar,MR,2021-10-01 13:33:12,20.5022,-10.0711,102.07,15,16,8.37
483,Asilah,MA,2021-10-01 13:33:12,35.465,-6.0348,80.56,58,98,11.95
484,Camacha,PT,2021-10-01 13:33:13,33.0833,-16.3333,74.16,64,20,18.41
485,Saint-Paul-Les-Dax,FR,2021-10-01 13:33:13,43.7272,-1.0516,75.2,63,0,8.05
486,Mehamn,NO,2021-10-01 13:33:13,71.0357,27.8492,48.38,63,42,18.68
487,Rockport,US,2021-10-01 13:33:14,28.0206,-97.0544,77.02,97,90,12.66
488,Torit,SS,2021-10-01 13:30:19,4.4133,32.5678,80.28,67,98,5.44
489,Naze,JP,2021-10-01 13:33:14,28.3667,129.4833,76.96,76,7,11.81
490,Senneterre,CA,2021-10-01 13:33:21,48.3835,-77.2328,35.82,64,28,3.04
491,Pacific Grove,US,2021-10-01 13:33:09,36.6177,-121.9166,61.14,71,1,3.44
492,Kouroussa,GN,2021-10-01 13:30:15,10.65,-9.8833,83.08,74,38,5.99
493,Riverton,US,2021-10-01 13:30:06,40.5219,-111.9391,53.31,58,1,8.99
494,Houma,US,2021-10-01 13:33:22,29.5958,-90.7195,79.0,95,100,7.76
495,Grand-Lahou,CI,2021-10-01 13:33:22,5.1367,-5.0242,81.81,73,100,7.9
496,Bindi,SL,2021-10-01 13:33:23,9.9167,-11.45,83.26,76,30,5.32
497,Port Blair,IN,2021-10-01 13:33:23,11.6667,92.75,81.5,81,12,10.98
498,Baloda,IN,2021-10-01 13:33:23,22.15,82.4833,80.06,76,13,2.73
499,Comodoro Rivadavia,AR,2021-10-01 13:33:24,-45.8667,-67.5,49.86,34,0,5.75
500,Zvishavane,ZW,2021-10-01 13:33:24,-20.3267,30.0665,90.1,19,0,10.47
501,Asyut,EG,2021-10-01 13:33:25,27.181,31.1837,91.58,22,0,17.27
502,Hay River,CA,2021-10-01 13:33:25,60.8156,-115.7999,42.78,87,75,10.36
503,Luyang,CN,2021-10-01 13:33:25,27.6239,110.0989,77.5,71,0,2.75
504,Suozhen,CN,2021-10-01 13:33:26,36.9539,118.1047,65.39,93,36,6.6
505,Ust-Kulom,RU,2021-10-01 13:33:26,61.6864,53.6902,39.99,62,100,3.42
506,Sudislavl,RU,2021-10-01 13:33:26,57.8817,41.7083,48.6,73,68,3.91
507,Bay Roberts,CA,2021-10-01 13:33:27,47.5999,-53.2648,63.03,97,100,3.0
508,Ginir,ET,2021-10-01 13:33:27,7.1333,40.7,67.5,69,91,10.6
509,Chapais,CA,2021-10-01 13:33:27,49.7834,-74.8492,46.18,60,6,6.2
510,Dudinka,RU,2021-10-01 13:33:28,69.4058,86.1778,25.34,95,100,11.32
511,Porto Belo,BR,2021-10-01 13:30:54,-27.1578,-48.5531,71.17,48,100,22.24
512,Zyryanka,RU,2021-10-01 13:33:28,65.75,150.85,29.43,68,100,6.58
513,Northam,GB,2021-10-01 13:33:28,51.0333,-4.2167,62.42,68,14,16.35
514,Anloga,GH,2021-10-01 13:33:29,5.7947,0.8973,79.02,75,75,12.3
515,Shitanjing,CN,2021-10-01 13:33:29,39.2342,106.3439,65.7,21,1,4.63
516,Mogadishu,SO,2021-10-01 13:33:29,2.0371,45.3438,84.07,84,40,16.11
517,Pitimbu,BR,2021-10-01 13:33:30,-7.4706,-34.8086,84.79,67,4,11.95
518,Vanimo,PG,2021-10-01 13:33:30,-2.6741,141.3028,78.53,89,100,8.03
519,Saint Anthony,US,2021-10-01 13:30:28,45.0205,-93.218,66.92,88,75,0.0
520,Necochea,AR,2021-10-01 13:31:54,-38.5473,-58.7368,58.03,62,15,11.72
521,Saint-Joseph,RE,2021-10-01 13:33:31,-21.3667,55.6167,75.58,74,33,10.51
522,Uusikaupunki,FI,2021-10-01 13:33:31,60.8004,21.4084,55.92,85,100,19.62
523,Esmeraldas,BR,2021-10-01 13:33:32,-19.7625,-44.3139,83.44,34,2,8.05
524,Lethem,GY,2021-10-01 13:33:32,3.3803,-59.7968,88.39,54,59,11.36
525,Santa Cruz Del Sur,CU,2021-10-01 13:33:32,20.7147,-77.9956,82.74,69,2,11.86
526,Pirmasens,DE,2021-10-01 13:33:33,49.2015,7.6053,66.87,42,69,6.91
527,Toora-Khem,RU,2021-10-01 13:33:33,52.4675,96.11,38.05,91,100,10.07
528,Belmonte,BR,2021-10-01 13:33:33,-15.8631,-38.8828,82.9,60,8,8.79
529,Sambava,MG,2021-10-01 13:33:34,-14.2667,50.1667,76.23,70,6,11.01
530,Vanderhoof,CA,2021-10-01 13:33:34,54.0166,-124.0198,36.61,93,11,3.58
531,Ancud,CL,2021-10-01 13:31:39,-41.8697,-73.8203,44.13,95,100,20.09
532,Dzaoudzi,YT,2021-10-01 13:33:34,-12.7887,45.2699,80.49,74,90,5.75
533,Ayr,GB,2021-10-01 13:30:14,55.4627,-4.6339,55.92,67,75,25.32
534,Harper,LR,2021-10-01 13:33:35,4.375,-7.7169,82.09,74,61,8.41
535,Mirnyy,RU,2021-10-01 13:33:35,62.5353,113.9611,28.65,83,21,4.03
536,Sao Francisco,BR,2021-10-01 13:33:35,-15.9486,-44.8644,95.97,22,32,9.86
537,Baykit,RU,2021-10-01 13:33:36,61.67,96.37,37.8,99,100,1.59
538,Mosquera,CO,2021-10-01 13:29:08,4.7059,-74.2302,55.49,94,75,3.44
539,Paita,PE,2021-10-01 13:33:36,-5.0892,-81.1144,68.56,70,1,9.6
540,Esperance,AU,2021-10-01 13:33:37,-33.8667,121.9,60.64,87,79,19.64
541,Novobirilyussy,RU,2021-10-01 13:33:37,56.9514,90.6661,36.77,97,100,8.23
542,Alice Springs,AU,2021-10-01 13:31:17,-23.7,133.8833,65.75,24,0,1.14
543,Mizdah,LY,2021-10-01 13:33:38,31.4451,12.9801,82.09,28,0,13.31
